,Ticker,Company,Sector,Industry,Country
4671,RFP,Resolute Forest Products Inc.,Basic Materials,Paper & Paper Products,Canada
4672,RGA,"Reinsurance Group of America, Incorporated",Financial,Insurance - Reinsurance,USA
4673,RGCO,"RGC Resources, Inc.",Utilities,Utilities - Regulated Gas,USA
4674,RGEN,Repligen Corporation,Healthcare,Medical Instruments & Supplies,USA
4675,RGLD,"Royal Gold, Inc.",Basic Materials,Gold,USA
4676,RGLS,Regulus Therapeutics Inc.,Healthcare,Biotechnology,USA
4677,RGNX,REGENXBIO Inc.,Healthcare,Biotechnology,USA
4678,RGP,"Resources Connection, Inc.",Industrials,Consulting Services,USA
4679,RGR,"Sturm, Ruger & Company, Inc.",Industrials,Aerospace & Defense,USA
4680,RGS,Regis Corporation,Consumer Cyclical,Personal Services,USA
4681,RGT,"Royce Global Value Trust, Inc.",Financial,Asset Management,USA
4682,RH,RH,Consumer Cyclical,Specialty Retail,USA
4683,RHE,"Regional Health Properties, Inc.",Healthcare,Medical Care Facilities,USA
4684,RHI,Robert Half International Inc.,Industrials,Staffing & Employment Services,USA
4685,RHP,"Ryman Hospitality Properties, Inc.",Real Estate,REIT - Hotel & Motel,USA
4686,RIBT,RiceBran Technologies,Consumer Defensive,Packaged Foods,USA
4687,RICE,Rice Acquisition Corp.,Financial,Shell Companies,USA
4688,RICK,"RCI Hospitality Holdings, Inc.",Consumer Cyclical,Restaurants,USA
4689,RIDE,Lordstown Motors Corp.,Consumer Cyclical,Auto Manufacturers,USA
4690,RIG,Transocean Ltd.,Energy,Oil & Gas Drilling,Switzerland
4691,RIGL,"Rigel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
4692,RILY,"B. Riley Financial, Inc.",Financial,Financial Conglomerates,USA
4693,RIO,Rio Tinto Group,Basic Materials,Other Industrial Metals & Mining,United Kingdom
4694,RIOT,"Riot Blockchain, Inc.",Technology,Software - Application,USA
4695,RIV,"RiverNorth Opportunities Fund, Inc.",Financial,Closed-End Fund - Equity,USA
4696,RJF,"Raymond James Financial, Inc.",Financial,Capital Markets,USA
4697,RKDA,"Arcadia Biosciences, Inc.",Basic Materials,Agricultural Inputs,USA
4698,RKT,"Rocket Companies, Inc.",Financial,Mortgage Finance,USA
4699,RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,USA
4700,RLAY,"Relay Therapeutics, Inc.",Healthcare,Biotechnology,USA
4701,RLGT,"Radiant Logistics, Inc.",Industrials,Integrated Freight & Logistics,USA
4702,RLGY,Realogy Holdings Corp.,Real Estate,Real Estate Services,USA
4703,RLI,RLI Corp.,Financial,Insurance - Property & Casualty,USA
4704,RLJ,RLJ Lodging Trust,Real Estate,REIT - Hotel & Motel,USA
4705,RLMD,"Relmada Therapeutics, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
4706,RLX,RLX Technology Inc.,Consumer Defensive,Tobacco,China
4707,RM,Regional Management Corp.,Financial,Credit Services,USA
4708,RMAX,"RE/MAX Holdings, Inc.",Real Estate,Real Estate Services,USA
4709,RMBI,"Richmond Mutual Bancorporation, Inc.",Financial,Banks - Regional,USA
4710,RMBL,"RumbleON, Inc.",Consumer Cyclical,Internet Retail,USA
4711,RMBS,Rambus Inc.,Technology,Semiconductors,USA
4712,RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Defensive,Confectioners,USA
4713,RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,USA
4714,RMED,"Ra Medical Systems, Inc.",Healthcare,Medical Devices,USA
4715,RMGB,RMG Acquisition Corporation II,Financial,Shell Companies,USA
4716,RMGBU,RMG Acquisition Corporation II,Financial,Shell Companies,USA
4717,RMGCU,RMG Acquisition Corp. III,Financial,Shell Companies,USA
4718,RMI,"RiverNorth Opportunistic Municipal Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
4719,RMM,Rivernorth Managed Duration Municipal Income Fund Inc.,Financial,Asset Management,USA
4720,RMNI,"Rimini Street, Inc.",Technology,Software - Application,USA
4721,RMO,"Romeo Power, Inc.",Consumer Cyclical,Auto Parts,USA
4722,RMR,The RMR Group Inc.,Real Estate,Real Estate Services,USA
4723,RMRM,RMR Mortgage Trust,Real Estate,REIT - Mortgage,USA
4724,RMT,"Royce Micro-Cap Trust, Inc.",Financial,Closed-End Fund - Equity,USA
4725,RMTI,"Rockwell Medical, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
4726,RNA,"Avidity Biosciences, Inc.",Healthcare,Biotechnology,USA
4727,RNG,"RingCentral, Inc.",Technology,Software - Application,USA
4728,RNGR,"Ranger Energy Services, Inc.",Energy,Oil & Gas Equipment & Services,USA
4729,RNLX,Renalytix AI plc,Healthcare,Diagnostics & Research,United Kingdom
4730,RNP,"Cohen & Steers REIT and Preferred Income Fund, Inc.",Financial,Closed-End Fund - Debt,USA
4731,RNR,RenaissanceRe Holdings Ltd.,Financial,Insurance - Reinsurance,Bermuda
4732,RNST,Renasant Corporation,Financial,Banks - Regional,USA
4733,RNWK,"RealNetworks, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
4734,ROAD,"Construction Partners, Inc.",Industrials,Engineering & Construction,USA
4735,ROCC,Roth CH Acquisition II Co.,Financial,Shell Companies,USA
4736,ROCCU,Roth CH Acquisition II Co.,Financial,Shell Companies,USA
4737,ROCK,"Gibraltar Industries, Inc.",Industrials,Building Products & Equipment,USA
4738,ROCRU,Roth CH Acquisition III Co.,Financial,Shell Companies,USA
4739,ROG,Rogers Corporation,Technology,Electronic Components,USA
4740,ROIC,Retail Opportunity Investments Corp.,Real Estate,REIT - Retail,USA
4741,ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,USA
4742,ROKU,"Roku, Inc.",Communication Services,Entertainment,USA
4743,ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,USA
4744,ROLL,RBC Bearings Incorporated,Industrials,Tools & Accessories,USA
4745,ROOT,"Root, Inc.",Financial,Insurance - Property & Casualty,USA
4746,ROP,"Roper Technologies, Inc.",Industrials,Specialty Industrial Machinery,USA
4747,ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,USA
4748,ROT,Rotor Acquisition Corp.,Financial,Shell Companies,USA
4749,RPAI,"Retail Properties of America, Inc.",Real Estate,REIT - Retail,USA
4750,RPAY,Repay Holdings Corporation,Technology,Software - Infrastructure,USA
4751,RPD,"Rapid7, Inc.",Technology,Software - Application,USA
4752,RPHM,"Reneo Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
4753,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,USA
4754,RPRX,Royalty Pharma plc,Healthcare,Biotechnology,USA
4755,RPT,RPT Realty,Real Estate,REIT - Retail,USA
4756,RPTX,Repare Therapeutics Inc.,Healthcare,Biotechnology,Canada
4757,RQI,"Cohen & Steers Quality Income Realty Fund, Inc.",Financial,Closed-End Fund - Equity,USA
4758,RRBI,"Red River Bancshares, Inc.",Financial,Banks - Regional,USA
4759,RRC,Range Resources Corporation,Energy,Oil & Gas E&P,USA
4760,RRD,R. R. Donnelley & Sons Company,Industrials,Specialty Business Services,USA
4761,RRGB,"Red Robin Gourmet Burgers, Inc.",Consumer Cyclical,Restaurants,USA
4762,RRR,"Red Rock Resorts, Inc.",Consumer Cyclical,Resorts & Casinos,USA
4763,RS,Reliance Steel & Aluminum Co.,Basic Materials,Steel,USA
4764,RSG,"Republic Services, Inc.",Industrials,Waste Management,USA
4765,RSI,"Rush Street Interactive, Inc.",Consumer Cyclical,Gambling,USA
4766,RSSS,"Research Solutions, Inc.",Technology,Information Technology Services,USA
4767,RSVA,Rodgers Silicon Valley Acquisition Corp.,Financial,Shell Companies,USA
4768,RSVAU,Rodgers Silicon Valley Acquisition Corp.,Financial,Shell Companies,USA
4769,RTLR,Rattler Midstream LP,Energy,Oil & Gas Midstream,USA
4770,RTP,Reinvent Technology Partners,Financial,Shell Companies,USA
4771,RTPYU,Reinvent Technology Partners Y,Financial,Shell Companies,USA
4772,RTPZ,Reinvent Technology Partners Z,Financial,Shell Companies,USA
4773,RTX,Raytheon Technologies Corporation,Industrials,Aerospace & Defense,USA
4774,RUBY,"Rubius Therapeutics, Inc.",Healthcare,Biotechnology,USA
4775,RUN,Sunrun Inc.,Technology,Solar,USA
4776,RUSHA,"Rush Enterprises, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
4777,RUTH,"Ruth's Hospitality Group, Inc.",Consumer Cyclical,Restaurants,USA
4778,RVI,Retail Value Inc.,Real Estate,REIT - Retail,USA
4779,RVLV,"Revolve Group, Inc.",Consumer Cyclical,Internet Retail,USA
4780,RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,USA
4781,RVNC,"Revance Therapeutics, Inc.",Healthcare,Biotechnology,USA
4782,RVP,"Retractable Technologies, Inc.",Healthcare,Medical Instruments & Supplies,USA
4783,RVPH,"Reviva Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,USA
4784,RVSB,"Riverview Bancorp, Inc.",Financial,Banks - Regional,USA
4785,RVT,Royce Value Trust Inc.,Financial,Closed-End Fund - Equity,USA
4786,RWLK,ReWalk Robotics Ltd.,Healthcare,Medical Devices,Israel
4787,RWT,"Redwood Trust, Inc.",Real Estate,REIT - Mortgage,USA
4788,RXDX,"Prometheus Biosciences, Inc.",Healthcare,Biotechnology,USA
4789,RXN,Rexnord Corporation,Industrials,Specialty Industrial Machinery,USA
4790,RXRAU,RXR Acquisition Corp.,Financial,Shell Companies,USA
4791,RXRX,"Recursion Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
4792,RXT,"Rackspace Technology, Inc.",Technology,Software - Infrastructure,USA
4793,RY,Royal Bank of Canada,Financial,Banks - Diversified,Canada
4794,RYAAY,Ryanair Holdings plc,Industrials,Airlines,Ireland
4795,RYAM,Rayonier Advanced Materials Inc.,Basic Materials,Chemicals,USA
4796,RYB,"RYB Education, Inc.",Consumer Defensive,Education & Training Services,China
4797,RYI,Ryerson Holding Corporation,Industrials,Metal Fabrication,USA
4798,RYN,Rayonier Inc.,Real Estate,REIT - Specialty,USA
4799,RYTM,"Rhythm Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
4800,RZLT,"Rezolute, Inc.",Healthcare,Biotechnology,USA
4801,SA,Seabridge Gold Inc.,Basic Materials,Gold,Canada
4802,SABR,Sabre Corporation,Technology,Information Technology Services,USA
4803,SACH,Sachem Capital Corp.,Real Estate,REIT - Mortgage,USA
4804,SAFE,Safehold Inc.,Real Estate,REIT - Diversified,USA
4805,SAFM,"Sanderson Farms, Inc.",Consumer Defensive,Packaged Foods,USA
4806,SAFT,"Safety Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA
4807,SAGE,"Sage Therapeutics, Inc.",Healthcare,Biotechnology,USA
4808,SAH,"Sonic Automotive, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA
4809,SAIA,"Saia, Inc.",Industrials,Trucking,USA
4810,SAIC,Science Applications International Corporation,Technology,Information Technology Services,USA
4811,SAII,Software Acquisition Group Inc. II,Financial,Shell Companies,USA
4812,SAIL,"SailPoint Technologies Holdings, Inc.",Technology,Software - Infrastructure,USA
4813,SAL,"Salisbury Bancorp, Inc.",Financial,Banks - Regional,USA
4814,SALM,"Salem Media Group, Inc.",Communication Services,Broadcasting,USA
4815,SAM,"The Boston Beer Company, Inc.",Consumer Defensive,Beverages - Brewers,USA
4816,SAMG,Silvercrest Asset Management Group Inc.,Financial,Asset Management,USA
4817,SAN,"Banco Santander, S.A.",Financial,Banks - Diversified,Spain
4818,SANA,"Sana Biotechnology, Inc.",Healthcare,Biotechnology,USA
4819,SAND,Sandstorm Gold Ltd.,Basic Materials,Gold,Canada
4820,SANM,Sanmina Corporation,Technology,Electronic Components,USA
4821,SANW,S&W Seed Company,Consumer Defensive,Farm Products,USA
4822,SAP,SAP SE,Technology,Software - Application,Germany
4823,SAR,Saratoga Investment Corp.,Financial,Asset Management,USA
4824,SASR,"Sandy Spring Bancorp, Inc.",Financial,Banks - Regional,USA
4825,SATS,EchoStar Corporation,Technology,Communication Equipment,USA
4826,SAVA,"Cassava Sciences, Inc.",Healthcare,Biotechnology,USA
4827,SAVE,"Spirit Airlines, Inc.",Industrials,Airlines,USA
4828,SB,"Safe Bulkers, Inc.",Industrials,Marine Shipping,Monaco
4829,SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,USA
4830,SBBP,Strongbridge Biopharma plc,Healthcare,Biotechnology,USA
4831,SBCF,Seacoast Banking Corporation of Florida,Financial,Banks - Regional,USA
4832,SBEAU,SilverBox Engaged Merger Corp I,Financial,Shell Companies,USA
4833,SBFG,"SB Financial Group, Inc.",Financial,Banks - Regional,USA
4834,SBG,Sandbridge Acquisition Corporation,Financial,Shell Companies,USA
4835,SBGI,"Sinclair Broadcast Group, Inc.",Communication Services,Broadcasting,USA
4836,SBH,"Sally Beauty Holdings, Inc.",Consumer Cyclical,Specialty Retail,USA
4837,SBI,Western Asset Intermediate Muni Fund Inc.,Financial,Asset Management,USA
4838,SBLK,Star Bulk Carriers Corp.,Industrials,Marine Shipping,Greece
4839,SBNY,Signature Bank,Financial,Banks - Regional,USA
4840,SBNYP,Signature Bank,Financial,Banks - Regional,USA
4841,SBOW,"SilverBow Resources, Inc.",Energy,Oil & Gas E&P,USA
4842,SBR,Sabine Royalty Trust,Energy,Oil & Gas E&P,USA
4843,SBRA,"Sabra Health Care REIT, Inc.",Real Estate,REIT - Healthcare Facilities,USA
4844,SBS,Companhia de Saneamento Basico do Estado de Sao Paulo,Utilities,Utilities - Regulated Water,Brazil
4845,SBSI,"Southside Bancshares, Inc.",Financial,Banks - Regional,USA
4846,SBSW,Sibanye Stillwater Limited,Basic Materials,Gold,South Africa
4847,SBT,"Sterling Bancorp, Inc. (Southfield, MI)",Financial,Banks - Regional,USA
4848,SBTX,"Silverback Therapeutics, Inc.",Healthcare,Biotechnology,USA
4849,SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,USA
4850,SC,Santander Consumer USA Holdings Inc.,Financial,Credit Services,USA
4851,SCAQU,Stratim Cloud Acquisition Corp.,Financial,Shell Companies,USA
4852,SCCO,Southern Copper Corporation,Basic Materials,Copper,USA
4853,SCD,LMP Capital and Income Fund Inc.,Financial,Closed-End Fund - Equity,USA
4854,SCHL,Scholastic Corporation,Communication Services,Publishing,USA
4855,SCHN,"Schnitzer Steel Industries, Inc.",Basic Materials,Steel,USA
4856,SCHW,The Charles Schwab Corporation,Financial,Capital Markets,USA
4857,SCI,Service Corporation International,Consumer Cyclical,Personal Services,USA
4858,SCKT,"Socket Mobile, Inc.",Technology,Computer Hardware,USA
4859,SCL,Stepan Company,Basic Materials,Specialty Chemicals,USA
4860,SCLEU,Broadscale Acquisition Corp.,Financial,Shell Companies,USA
4861,SCM,Stellus Capital Investment Corporation,Financial,Asset Management,USA
4862,SCOA,Scion Tech Growth I,Financial,Shell Companies,United Kingdom
4863,SCOAU,Scion Tech Growth I,Financial,Shell Companies,United Kingdom
4864,SCOBU,ScION Tech Growth II,Financial,Shell Companies,United Kingdom
4865,SCOR,"comScore, Inc.",Communication Services,Advertising Agencies,USA
4866,SCPE,SC Health Corporation,Financial,Shell Companies,Singapore
4867,SCPH,scPharmaceuticals Inc.,Healthcare,Biotechnology,USA
4868,SCPL,SciPlay Corporation,Communication Services,Electronic Gaming & Multimedia,USA
4869,SCPS,Scopus BioPharma Inc.,Healthcare,Biotechnology,USA
4870,SCR,Score Media and Gaming Inc.,Communication Services,Electronic Gaming & Multimedia,Canada
4871,SCS,Steelcase Inc.,Industrials,Business Equipment & Supplies,USA
4872,SCSC,"ScanSource, Inc.",Technology,Electronics & Computer Distribution,USA
4873,SCU,"Sculptor Capital Management, Inc.",Financial,Asset Management,USA
4874,SCVL,"Shoe Carnival, Inc.",Consumer Cyclical,Apparel Retail,USA
4875,SCVX,SCVX Corp.,Financial,Shell Companies,USA
4876,SCWX,SecureWorks Corp.,Technology,Software - Infrastructure,USA
4877,SCX,The L.S. Starrett Company,Industrials,Tools & Accessories,USA
4878,SCYX,"SCYNEXIS, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA
4879,SD,"SandRidge Energy, Inc.",Energy,Oil & Gas E&P,USA
4880,SDACU,Sustainable Development Acquisition I Corp.,Financial,Shell Companies,USA
4881,SDC,"SmileDirectClub, Inc.",Healthcare,Medical Devices,USA
4882,SDGR,"Schrodinger, Inc.",Healthcare,Health Information Services,USA
4883,SDH,"Global Internet of People, Inc.",Industrials,Consulting Services,China
4884,SDPI,"Superior Drilling Products, Inc.",Energy,Oil & Gas Equipment & Services,USA
4885,SE,Sea Limited,Communication Services,Electronic Gaming & Multimedia,Singapore
4886,SEAC,"SeaChange International, Inc.",Technology,Software - Application,USA
4887,SEAH,Sports Entertainment Acquisition Corp.,Financial,Shell Companies,USA
4888,SEAS,"SeaWorld Entertainment, Inc.",Consumer Cyclical,Leisure,USA
4889,SEB,Seaboard Corporation,Industrials,Conglomerates,USA
4890,SECO,Secoo Holding Limited,Consumer Cyclical,Internet Retail,China
4891,SEDG,"SolarEdge Technologies, Inc.",Technology,Solar,Israel
4892,SEE,Sealed Air Corporation,Consumer Cyclical,Packaging & Containers,USA
4893,SEED,Origin Agritech Limited,Basic Materials,Agricultural Inputs,China
4894,SEEL,"Seelos Therapeutics, Inc.",Healthcare,Biotechnology,USA
4895,SEER,"Seer, Inc.",Healthcare,Biotechnology,USA
4896,SEIC,SEI Investments Company,Financial,Asset Management,USA
4897,SELB,"Selecta Biosciences, Inc.",Healthcare,Biotechnology,USA
4898,SELF,"Global Self Storage, Inc.",Real Estate,REIT - Industrial,USA
4899,SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,USA
4900,SEMR,"SEMrush Holdings, Inc.",Technology,Software - Application,USA
4901,SENEA,Seneca Foods Corporation,Consumer Defensive,Packaged Foods,USA
4902,SENS,"Senseonics Holdings, Inc.",Healthcare,Diagnostics & Research,USA
4903,SESN,"Sesen Bio, Inc.",Healthcare,Biotechnology,USA
4904,SF,Stifel Financial Corp.,Financial,Capital Markets,USA
4905,SFBC,"Sound Financial Bancorp, Inc.",Financial,Banks - Regional,USA
4906,SFBS,"ServisFirst Bancshares, Inc.",Financial,Banks - Regional,USA
4907,SFE,"Safeguard Scientifics, Inc.",Financial,Asset Management,USA
4908,SFET,Safe-T Group Ltd,Technology,Software - Infrastructure,Israel
4909,SFIX,"Stitch Fix, Inc.",Consumer Cyclical,Specialty Retail,USA
4910,SFL,SFL Corporation Ltd.,Industrials,Marine Shipping,Bermuda
4911,SFM,"Sprouts Farmers Market, Inc.",Consumer Defensive,Grocery Stores,USA
4912,SFNC,Simmons First National Corporation,Financial,Banks - Regional,USA
4913,SFST,"Southern First Bancshares, Inc.",Financial,Banks - Regional,USA
4914,SFT,"Shift Technologies, Inc.",Consumer Cyclical,Internet Retail,USA
4915,SFTW,Osprey Technology Acquisition Corp.,Financial,Shell Companies,USA
4916,SFUN,Fang Holdings Limited,Communication Services,Internet Content & Information,China
4917,SGA,"Saga Communications, Inc.",Communication Services,Broadcasting,USA
4918,SGAM,Seaport Global Acquisition Corp.,Financial,Shell Companies,USA
4919,SGAMU,Seaport Global Acquisition Corp.,Financial,Shell Companies,USA
4920,SGBX,"SG Blocks, Inc.",Industrials,Metal Fabrication,USA
4921,SGC,"Superior Group of Companies, Inc.",Consumer Cyclical,Apparel Manufacturing,USA
4922,SGEN,Seagen Inc.,Healthcare,Biotechnology,USA
4923,SGFY,"Signify Health, Inc.",Healthcare,Health Information Services,USA
4924,SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors,USA
4925,SGLB,"Sigma Labs, Inc.",Technology,Information Technology Services,USA
4926,SGMA,"SigmaTron International, Inc.",Technology,Electronic Components,USA
4927,SGMO,"Sangamo Therapeutics, Inc.",Healthcare,Biotechnology,USA
4928,SGMS,Scientific Games Corporation,Consumer Cyclical,Gambling,USA
4929,SGOC,"SGOCO Group, Ltd.",Industrials,Conglomerates,Hong Kong
4930,SGRP,"SPAR Group, Inc.",Industrials,Specialty Business Services,USA
4931,SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,USA
4932,SGTX,"Sigilon Therapeutics, Inc.",Healthcare,Biotechnology,USA
4933,SGU,"Star Group, L.P.",Energy,Oil & Gas Midstream,USA
4934,SHACU,SCP & CO Healthcare Acquisition Company,Financial,Shell Companies,USA
4935,SHAK,Shake Shack Inc.,Consumer Cyclical,Restaurants,USA
4936,SHBI,"Shore Bancshares, Inc.",Financial,Banks - Regional,USA
4937,SHC,Sotera Health Company,Healthcare,Diagnostics & Research,USA
4938,SHEN,Shenandoah Telecommunications Company,Communication Services,Telecom Services,USA
4939,SHG,"Shinhan Financial Group Co., Ltd.",Financial,Banks - Regional,South Korea
4940,SHI,Sinopec Shanghai Petrochemical Company Limited,Energy,Oil & Gas Refining & Marketing,China
4941,SHIP,Seanergy Maritime Holdings Corp.,Industrials,Marine Shipping,Greece
4942,SHLS,"Shoals Technologies Group, Inc.",Technology,Solar,USA
4943,SHLX,"Shell Midstream Partners, L.P.",Energy,Oil & Gas Midstream,USA
4944,SHO,"Sunstone Hotel Investors, Inc.",Real Estate,REIT - Hotel & Motel,USA
4945,SHOO,"Steven Madden, Ltd.",Consumer Cyclical,Footwear & Accessories,USA
4946,SHOP,Shopify Inc.,Technology,Software - Application,Canada
4947,SHSP,"SharpSpring, Inc.",Technology,Software - Application,USA
4948,SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,USA
4949,SHYF,"The Shyft Group, Inc.",Industrials,Farm & Heavy Construction Machinery,USA
4950,SI,Silvergate Capital Corporation,Financial,Banks - Regional,USA
4951,SIBN,"SI-BONE, Inc.",Healthcare,Medical Devices,USA
4952,SIC,"Select Interior Concepts, Inc.",Consumer Cyclical,Residential Construction,USA
4953,SID,Companhia Siderurgica Nacional,Basic Materials,Steel,Brazil
4954,SIEB,Siebert Financial Corp.,Financial,Capital Markets,USA
4955,SIEN,"Sientra, Inc.",Healthcare,Medical Devices,USA
4956,SIF,"SIFCO Industries, Inc.",Industrials,Aerospace & Defense,USA
4957,SIFY,Sify Technologies Limited,Communication Services,Telecom Services,India
4958,SIG,Signet Jewelers Limited,Consumer Cyclical,Luxury Goods,Bermuda
4959,SIGA,"SIGA Technologies, Inc.",Healthcare,Biotechnology,USA
4960,SIGI,"Selective Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA
4961,SIGIP,"Selective Insurance Group, Inc.",Financial,Insurance - Property & Casualty,USA
4962,SII,Sprott Inc.,Financial,Asset Management,Canada
4963,SILC,Silicom Ltd.,Technology,Communication Equipment,Israel
4964,SILK,"Silk Road Medical, Inc",Healthcare,Medical Devices,USA
4965,SILV,SilverCrest Metals Inc.,Basic Materials,Other Industrial Metals & Mining,Canada
4966,SIM,"Grupo Simec, S.A.B. de C.V.",Basic Materials,Steel,Mexico
4967,SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors,Hong Kong
4968,SINO,"Sino-Global Shipping America, Ltd.",Industrials,Integrated Freight & Logistics,USA
4969,SINT,"Sintx Technologies, Inc.",Healthcare,Medical Devices,USA
4970,SIOX,"Sio Gene Therapies, Inc.",Healthcare,Biotechnology,USA
4971,SIRI,Sirius XM Holdings Inc.,Communication Services,Broadcasting,USA
4972,SITC,SITE Centers Corp.,Real Estate,REIT - Retail,USA
4973,SITE,"SiteOne Landscape Supply, Inc.",Industrials,Industrial Distribution,USA
4974,SITM,SiTime Corporation,Technology,Semiconductors,USA
4975,SIVB,SVB Financial Group,Financial,Banks - Regional,USA
4976,SIX,Six Flags Entertainment Corporation,Consumer Cyclical,Leisure,USA
4977,SJ,Scienjoy Holding Corporation,Communication Services,Broadcasting,China
4978,SJI,"South Jersey Industries, Inc.",Utilities,Utilities - Diversified,USA
4979,SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,USA
4980,SJR,Shaw Communications Inc.,Communication Services,Telecom Services,Canada
4981,SJT,San Juan Basin Royalty Trust,Energy,Oil & Gas E&P,USA
4982,SJW,SJW Group,Utilities,Utilities - Regulated Water,USA
4983,SKLZ,Skillz Inc.,Communication Services,Electronic Gaming & Multimedia,USA
4984,SKM,"SK Telecom Co.,Ltd",Communication Services,Telecom Services,South Korea
4985,SKT,"Tanger Factory Outlet Centers, Inc.",Real Estate,REIT - Retail,USA
4986,SKX,"Skechers U.S.A., Inc.",Consumer Cyclical,Footwear & Accessories,USA
4987,SKY,Skyline Champion Corporation,Consumer Cyclical,Residential Construction,USA
4988,SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,USA
4989,SKYW,"SkyWest, Inc.",Industrials,Airlines,USA
4990,SLAB,Silicon Laboratories Inc.,Technology,Semiconductors,USA
4991,SLAC,Social Leverage Acquisition Corp I,Financial,Shell Companies,USA
4992,SLAMU,Slam Corp.,Financial,Shell Companies,USA
4993,SLB,Schlumberger Limited,Energy,Oil & Gas Equipment & Services,USA
4994,SLCA,"U.S. Silica Holdings, Inc.",Energy,Oil & Gas Equipment & Services,USA
4995,SLCR,Silver Crest Acquisition Corporation,Financial,Shell Companies,Hong Kong
4996,SLCRU,Silver Crest Acquisition Corporation,Financial,Shell Companies,Hong Kong
4997,SLCT,"Select Bancorp, Inc.",Financial,Banks - Regional,USA
4998,SLDB,Solid Biosciences Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,USA
4999,SLF,Sun Life Financial Inc.,Financial,Insurance - Diversified,Canada
5000,SLG,SL Green Realty Corp.,Real Estate,REIT - Office,USA
5001,SLGG,"Super League Gaming, Inc.",Communication Services,Electronic Gaming & Multimedia,USA
5002,SLGL,Sol-Gel Technologies Ltd.,Healthcare,Biotechnology,Israel
5003,SLGN,Silgan Holdings Inc.,Consumer Cyclical,Packaging & Containers,USA
5004,SLM,SLM Corporation,Financial,Credit Services,USA
5005,SLNO,"Soleno Therapeutics, Inc.",Healthcare,Diagnostics & Research,USA
5006,SLP,"Simulations Plus, Inc.",Healthcare,Health Information Services,USA
5007,SLQT,"SelectQuote, Inc.",Financial,Insurance Brokers,USA
5008,SLRC,SLR Investment Corp.,Financial,Asset Management,USA
5009,SLRX,"Salarius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA
5010,SLS,"SELLAS Life Sciences Group, Inc.",Healthcare,Biotechnology,USA
5011,SM,SM Energy Company,Energy,Oil & Gas E&P,USA
5012,SMAR,Smartsheet Inc.,Technology,Software - Application,USA
5013,SMBC,"Southern Missouri Bancorp, Inc.",Financial,Banks - Regional,USA
5014,SMBK,"SmartFinancial, Inc.",Financial,Banks - Regional,USA
5015,SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,USA
5016,SMED,Sharps Compliance Corp.,Industrials,Waste Management,USA
5017,SMFG,"Sumitomo Mitsui Financial Group, Inc.",Financial,Banks - Diversified,Japan
5018,SMG,The Scotts Miracle-Gro Company,Basic Materials,Agricultural Inputs,USA
5019,SMID,Smith-Midland Corporation,Basic Materials,Building Materials,USA
5020,SMIT,"Schmitt Industries, Inc.",Technology,Scientific & Technical Instruments,USA
5021,SMLP,"Summit Midstream Partners, LP",Energy,Oil & Gas Midstream,USA
5022,SMM,Salient Midstream & MLP Fund,Financial,Asset Management,USA
5023,SMMF,"Summit Financial Group, Inc.",Financial,Banks - Regional,USA
5024,SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,USA
5025,SMP,"Standard Motor Products, Inc.",Consumer Cyclical,Auto Parts,USA
5026,SMPL,The Simply Good Foods Company,Consumer Defensive,Packaged Foods,USA
5027,SMSI,"Smith Micro Software, Inc.",Technology,Software - Application,USA
5028,SMTC,Semtech Corporation,Technology,Semiconductors,USA
